route	source_lexicality	label	relative_position	interpolated_error_rate	n_items_x_seeds_total
ltm	real	Real words	0.7373737373737375	0.01933859548628044	3200
ltm	real	Real words	0.7474747474747475	0.019292094500657983	3200
ltm	real	Real words	0.7575757575757577	0.01918545296229681	3200
ltm	real	Real words	0.7676767676767677	0.01905963842112461	3200
ltm	real	Real words	0.7777777777777778	0.018926157147607765	3200
ltm	real	Real words	0.787878787878788	0.018794919254739563	3200
ltm	real	Real words	0.797979797979798	0.018675834855513294	3200
ltm	real	Real words	0.8080808080808082	0.018578814062922246	3200
ltm	real	Real words	0.8181818181818182	0.018513766989959702	3200
ltm	real	Real words	0.8282828282828284	0.01849060374961895	3200
ltm	real	Real words	0.8383838383838385	0.018516112672329336	3200
ltm	real	Real words	0.8484848484848485	0.018579516626739893	3200
ltm	real	Real words	0.8585858585858587	0.018682559534054278	3200
ltm	real	Real words	0.8686868686868687	0.018826973545439777	3200
ltm	real	Real words	0.8787878787878789	0.01901534572075206	3200
ltm	real	Real words	0.888888888888889	0.019254772519433014	3200
ltm	real	Real words	0.8989898989898991	0.019544671067028483	3200
ltm	real	Real words	0.9090909090909092	0.019882622714750817	3200
ltm	real	Real words	0.9191919191919192	0.020266208813812376	3200
ltm	real	Real words	0.9292929292929294	0.020693010715425526	3200
ltm	real	Real words	0.9393939393939394	0.021160609770802613	3200
ltm	real	Real words	0.9494949494949496	0.021666587331156006	3200
ltm	real	Real words	0.9595959595959597	0.02220852474769805	3200
ltm	real	Real words	0.9696969696969697	0.022784003371641114	3200
ltm	real	Real words	0.9797979797979799	0.02339060455419756	3200
ltm	real	Real words	0.98989898989899	0.024025909646579736	3200
ltm	real	Real words	1.0	0.0246875	3200
wm	pseudo	Pseudowords	0.0	0.0	1600
wm	pseudo	Pseudowords	0.010101010101010102	0.0	1600
wm	pseudo	Pseudowords	0.020202020202020204	0.0	1600
wm	pseudo	Pseudowords	0.030303030303030304	0.0	1600
wm	pseudo	Pseudowords	0.04040404040404041	0.0	1600
wm	pseudo	Pseudowords	0.05050505050505051	0.0	1600
wm	pseudo	Pseudowords	0.06060606060606061	0.0	1600
wm	pseudo	Pseudowords	0.07070707070707072	0.0	1600
wm	pseudo	Pseudowords	0.08080808080808081	0.0	1600
wm	pseudo	Pseudowords	0.09090909090909091	0.0	1600
wm	pseudo	Pseudowords	0.10101010101010102	0.0	1600
wm	pseudo	Pseudowords	0.11111111111111112	0.0	1600
wm	pseudo	Pseudowords	0.12121212121212122	0.0	1600
wm	pseudo	Pseudowords	0.13131313131313133	0.0	1600
wm	pseudo	Pseudowords	0.14141414141414144	0.0	1600
wm	pseudo	Pseudowords	0.15151515151515152	0.0	1600
wm	pseudo	Pseudowords	0.16161616161616163	0.0	1600
wm	pseudo	Pseudowords	0.17171717171717174	0.0	1600
wm	pseudo	Pseudowords	0.18181818181818182	0.0	1600
wm	pseudo	Pseudowords	0.19191919191919193	0.0	1600
wm	pseudo	Pseudowords	0.20202020202020204	0.0	1600
wm	pseudo	Pseudowords	0.21212121212121213	0.0	1600
